Пол;Возраст;Путешествует с детьми;Расстояние;Включён завтрак;Наличие wifi;Оценка удобства добирания до места;Оценка интерсности досуга;Оценка качества питания;Оценка качества wifi;Оценка комфортности палатки;Общая оценка качества предоставленной услуги
жен;57,7;нет;446;0;1;2;нормально;отсутствует;нормально;плохо;нормально
жен;36,2;нет;495;1;1;5;плохо;нормально;нормально;нормально;хорошо
муж;64,4;да;1810;0;1;2;нормально;отсутствует;нормально;нормально;нормально
муж;68,8;нет;962;1;1;2;нормально;нормально;плохо;нормально;нормально
жен;34,6;да;703;1;1;4;нормально;хорошо;плохо;хорошо;нормально
муж;37,3;нет;369;0;1;2;хорошо;отсутствует;плохо;хорошо;хорошо
жен;55,8;да;364;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;27,2;нет;1092;1;0;3;плохо;нормально;отсутствует;плохо;нормально
муж;54,6;нет;1179;1;0;2;плохо;плохо;отсутствует;хорошо;плохо
жен;39,3;нет;545;1;1;3;нормально;хорошо;нормально;нормально;хорошо
муж;37,9;нет;1144;0;1;1;нормально;отсутствует;плохо;нормально;нормально
жен;29,4;нет;232;1;1;5;нормально;плохо;плохо;хорошо;нормально
муж;49,4;да;459;1;1;3;нормально;нормально;нормально;нормально;хорошо
муж;36,6;нет;875;1;1;3;нормально;нормально;нормально;нормально;хорошо
жен;26,6;нет;571;1;1;2;нормально;нормально;плохо;плохо;нормально
жен;29,6;да;631;1;0;4;плохо;нормально;отсутствует;нормально;нормально
жен;62,2;нет;333;0;0;5;плохо;отсутствует;отсутствует;нормально;нормально
муж;48,2;да;1760;1;1;4;нормально;нормально;нормально;нормально;хорошо
муж;23,2;нет;563;0;0;4;нормально;отсутствует;отсутствует;нормально;нормально
муж;67,5;да;579;1;0;2;отсутствует;хорошо;отсутствует;плохо;хорошо
муж;54,5;нет;250;1;0;3;нормально;плохо;отсутствует;нормально;плохо
муж;42,4;нет;795;1;0;3;плохо;нормально;отсутствует;нормально;нормально
муж;59,9;нет;174;1;0;4;плохо;хорошо;отсутствует;нормально;нормально
жен;31,6;нет;180;0;0;1;плохо;отсутствует;отсутствует;нормально;нормально
жен;62,9;нет;1883;1;1;2;нормально;нормально;плохо;хорошо;нормально
жен;48,4;да;1028;1;0;2;плохо;плохо;отсутствует;плохо;плохо
жен;27,2;да;319;0;1;3;нормально;отсутствует;плохо;плохо;нормально
муж;71,5;нет;299;0;0;2;хорошо;отсутствует;отсутствует;хорошо;нормально
жен;38,3;нет;339;0;0;2;плохо;отсутствует;отсутствует;плохо;плохо
муж;37,8;нет;839;0;1;2;нормально;отсутствует;плохо;нормально;нормально
муж;69,9;нет;229;0;1;5;нормально;отсутствует;нормально;хорошо;нормально
жен;39,4;нет;1984;0;1;3;нормально;отсутствует;нормально;нормально;нормально
жен;28,9;да;194;1;0;4;отсутствует;нормально;отсутствует;нормально;нормально
муж;63,8;да;408;1;1;4;плохо;нормально;плохо;плохо;нормально
жен;22,7;нет;1129;0;1;3;нормально;отсутствует;нормально;хорошо;нормально
муж;27,2;нет;631;1;0;3;плохо;хорошо;отсутствует;нормально;нормально
жен;21,9;нет;1099;1;1;4;нормально;плохо;нормально;нормально;нормально
муж;39,5;да;1437;1;0;4;плохо;плохо;отсутствует;хорошо;плохо
жен;38,3;нет;1453;1;1;4;нормально;хорошо;хорошо;нормально;хорошо
муж;70,9;нет;200;1;1;2;нормально;нормально;плохо;нормально;нормально
жен;33,8;нет;649;1;0;2;плохо;плохо;отсутствует;плохо;плохо
жен;38,3;нет;987;1;1;4;нормально;плохо;нормально;плохо;нормально
жен;36,2;нет;374;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
жен;43,6;нет;1073;0;0;1;плохо;отсутствует;отсутствует;плохо;нормально
жен;24,2;нет;233;1;0;3;плохо;плохо;отсутствует;плохо;плохо
муж;34,6;нет;2143;0;1;4;нормально;отсутствует;нормально;плохо;хорошо
жен;62,5;нет;156;0;0;2;плохо;отсутствует;отсутствует;нормально;нормально
муж;50,3;нет;146;0;0;2;плохо;отсутствует;отсутствует;плохо;нормально
жен;23,2;нет;1569;1;1;2;нормально;нормально;нормально;нормально;нормально
муж;31,9;нет;446;0;0;4;отсутствует;отсутствует;отсутствует;плохо;хорошо
муж;40,6;нет;506;1;1;4;нормально;плохо;плохо;хорошо;нормально
муж;61,3;нет;2556;0;0;3;плохо;отсутствует;отсутствует;нормально;нормально
жен;55,5;да;114;0;0;4;плохо;отсутствует;отсутствует;нормально;нормально
муж;40,4;нет;484;0;1;3;хорошо;отсутствует;хорошо;хорошо;хорошо
муж;63,8;нет;292;1;0;3;плохо;хорошо;отсутствует;плохо;нормально
муж;64,5;нет;251;1;0;4;плохо;плохо;отсутствует;плохо;плохо
муж;42,9;нет;801;0;1;3;нормально;отсутствует;нормально;нормально;нормально
жен;52,2;нет;1437;0;1;4;нормально;отсутствует;плохо;плохо;плохо
жен;56,2;нет;525;0;0;3;плохо;отсутствует;отсутствует;плохо;нормально
муж;58,7;да;251;1;0;3;плохо;нормально;отсутствует;нормально;нормально
